Acronym,RGB Triplet,RGB Triplet,red,green,blue,Hexidecimal,Graph ID,Graph Order,ID,ID16,Name,Structure ID Path,Structure ID Path16,Parent ID,Parent ID16,Source,,,
AH,"[176,117,77]","176,117,77",176,117,77,B0754D,17,100,15662,15662,anterior hypothalamic nucleus,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15659/15662/,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15659/15662/,15659,15659,Allen,,,
SCHc,"[176,117,77]","176,117,77",176,117,77,B0754D,17,99,15661,15661,core of SCH,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15659/15660/15661/,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15659/15660/15661/,15660,15660,Allen,,,
SCHs,"[176,117,77]","176,117,77",176,117,77,B0754D,17,102,15664,15664,shell of SCH,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15663/15664/,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15663/15664/,15663,15663,Allen,,,
TC,"[176,117,77]","176,117,77",176,117,77,B0754D,17,103,15665,15665,tuber cinereum area,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15663/15665/,/15564/15565/15566/15567/15568/15622/15623/15653/15655/15663/15665/,15663,15663,Allen,,,
THyB-D,"[134,82,46]","134,82,46",134,82,46,86522E,17,105,15667,15667,dorsal part of THyB,/15564/15565/15566/15567/15568/15622/15666/15667/,/15564/15565/15566/15567/15568/15622/15666/15667/,15666,15666,Allen,,,
THyB-I,"[134,82,46]","134,82,46",134,82,46,86522E,17,122,15684,15684,intermediate part of THyB,/15564/15565/15566/15567/15568/15622/15666/15684/,/15564/15565/15566/15567/15568/15622/15666/15684/,15666,15666,Allen,,,
THyB-V,"[134,82,46]","134,82,46",134,82,46,86522E,17,140,15702,15702,ventral part of THyB,/15564/15565/15566/15567/15568/15622/15666/15702/,/15564/15565/15566/15567/15568/15622/15666/15702/,15666,15666,Allen,,,
THyB-P,"[134,82,46]","134,82,46",134,82,46,86522E,17,150,15712,15712,perimammillary part of THyB,/15564/15565/15566/15567/15568/15622/15666/15712/,/15564/15565/15566/15567/15568/15622/15666/15712/,15666,15666,Allen,,,
THyB-M,"[134,82,46]","134,82,46",134,82,46,86522E,17,160,15722,15722,mammillary part of THyB,/15564/15565/15566/15567/15568/15622/15666/15722/,/15564/15565/15566/15567/15568/15622/15666/15722/,15666,15666,Allen,,,
THyB-Dv,"[134,82,46]","134,82,46",134,82,46,86522E,17,106,15668,15668,ventricular zone of THyB-D,/15564/15565/15566/15567/15568/15622/15666/15667/15668/,/15564/15565/15566/15567/15568/15622/15666/15667/15668/,15667,15667,Allen,,,
THyB-Dm,"[151,92,52]","151,92,52",151,92,52,975C34,17,107,15669,15669,mantle zone of THyB-D,/15564/15565/15566/15567/15568/15622/15666/15667/15669/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/,15667,15667,Allen,,,
THyB-Dp,"[151,92,52]","151,92,52",151,92,52,975C34,17,108,15670,15670,periventricular stratum of THyB-D,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/,15669,15669,Allen,,,
THyB-Di,"[151,92,52]","151,92,52",151,92,52,975C34,17,111,15673,15673,intermediate stratum of THyB-D,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/,15669,15669,Allen,,,
THyB-Ds,"[151,92,52]","151,92,52",151,92,52,975C34,17,118,15680,15680,superficial stratum of THyB-D,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/,15669,15669,Allen,,,
ABasp,"[151,92,52]","151,92,52",151,92,52,975C34,17,109,15671,15671,periventricular part of the anterobasal nucleus,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/15671/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/15671/,15670,15670,Allen,,,
VMHp,"[151,92,52]","151,92,52",151,92,52,975C34,17,110,15672,15672,periventricular domain associated to VMH,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/15672/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15670/15672/,15670,15670,Allen,,,
ABasc,"[151,92,52]","151,92,52",151,92,52,975C34,17,112,15674,15674,core part of the anterobasal nucleus,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15674/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15674/,15673,15673,Allen,,,
VMH,"[151,92,52]","151,92,52",151,92,52,975C34,17,113,15675,15675,ventromedial hypothalamic nucleus,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/,15673,15673,Allen,,,
VMHdm,"[151,92,52]","151,92,52",151,92,52,975C34,17,114,15676,15676,dorsomedial part of VMH,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15676/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15676/,15675,15675,Allen,,,
VMHce,"[151,92,52]","151,92,52",151,92,52,975C34,17,115,15677,15677,central part of VMH,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15677/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15677/,15675,15675,Allen,,,
VMHvl,"[151,92,52]","151,92,52",151,92,52,975C34,17,116,15678,15678,ventrolateral part of VMH,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15678/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15678/,15675,15675,Allen,,,
VMHsh,"[151,92,52]","151,92,52",151,92,52,975C34,17,117,15679,15679,shell of VMH,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15679/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15673/15675/15679/,15675,15675,Allen,,,
ABass,"[151,92,52]","151,92,52",151,92,52,975C34,17,119,15681,15681,shell part of the anterobasal nucleus,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/15681/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/15681/,15680,15680,Allen,,,
SbO,"[151,92,52]","151,92,52",151,92,52,975C34,17,120,15682,15682,suboptic nucleus,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/15682/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/15682/,15680,15680,Allen,,,
Tu,"[151,92,52]","151,92,52",151,92,52,975C34,17,121,15683,15683,tuberal nucleus,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/15683/,/15564/15565/15566/15567/15568/15622/15666/15667/15669/15680/15683/,15680,15680,Allen,,,
THyB-Iv,"[134,82,46]","134,82,46",134,82,46,86522E,17,123,15685,15685,ventricular zone of THyB-I,/15564/15565/15566/15567/15568/15622/15666/15684/15685/,/15564/15565/15566/15567/15568/15622/15666/15684/15685/,15684,15684,Allen,,,
THyB-Im,"[151,92,52]","151,92,52",151,92,52,975C34,17,124,15686,15686,mantle zone of THyB-I,/15564/15565/15566/15567/15568/15622/15666/15684/15686/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/,15684,15684,Allen,,,
THyB-Ip,"[151,92,52]","151,92,52",151,92,52,975C34,17,125,15687,15687,periventricular stratum of THyB-I,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/,15686,15686,Allen,,,
THyB-Ii,"[151,92,52]","151,92,52",151,92,52,975C34,17,131,15693,15693,intermediate stratum of THyB-I,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/,15686,15686,Allen,,,
THyB-Is,"[151,92,52]","151,92,52",151,92,52,975C34,17,137,15699,15699,superficial stratum of THyB-I,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15699/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15699/,15686,15686,Allen,,,
Arcp,"[151,92,52]","151,92,52",151,92,52,975C34,17,126,15688,15688,periventricular part of the arcuate nucleus,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15688/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15688/,15687,15687,Allen,,,
ME,"[151,92,52]","151,92,52",151,92,52,975C34,17,127,15689,15689,median eminence,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15689/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15689/,15687,15687,Allen,,,
Inf,"[151,92,52]","151,92,52",151,92,52,975C34,17,128,15690,15690,infundibulum,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15690/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15690/,15687,15687,Allen,,,
NHy,"[151,92,52]","151,92,52",151,92,52,975C34,17,129,15691,15691,neurohypophysis,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15691/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15691/,15687,15687,Allen,,,
T-DMHp,"[151,92,52]","151,92,52",151,92,52,975C34,17,130,15692,15692,periventricular domain associated to T-DMH,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15692/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15687/15692/,15687,15687,Allen,,,
T-DMH,"[151,92,52]","151,92,52",151,92,52,975C34,17,132,15694,15694,"dorsomedial nucleus, terminal part",/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/,15693,15693,Allen,,,
Arci,"[151,92,52]","151,92,52",151,92,52,975C34,17,135,15697,15697,intermediate part of the arcuate nucleus,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15697/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15697/,15693,15693,Allen,,,
PMV,"[151,92,52]","151,92,52",151,92,52,975C34,17,136,15698,15698,ventral premammillary nucleus (migrated),/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15698/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15698/,15693,15693,Allen,,,
T-DMHc,"[151,92,52]","151,92,52",151,92,52,975C34,17,133,15695,15695,core of T-DMH,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/15695/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/15695/,15694,15694,Allen,,,
T-DMHs,"[151,92,52]","151,92,52",151,92,52,975C34,17,134,15696,15696,shell of T-DMH,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/15696/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15693/15694/15696/,15694,15694,Allen,,,
Arcs,"[151,92,52]","151,92,52",151,92,52,975C34,17,138,15700,15700,superficial part of arcuate nucleus,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15699/15700/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15699/15700/,15699,15699,Allen,,,
MTu,"[151,92,52]","151,92,52",151,92,52,975C34,17,139,15701,15701,medial tuberal nucleus,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15699/15701/,/15564/15565/15566/15567/15568/15622/15666/15684/15686/15699/15701/,15699,15699,Allen,,,
THyB-Vv,"[134,82,46]","134,82,46",134,82,46,86522E,17,141,15703,15703,ventricular zone of THyB-V,/15564/15565/15566/15567/15568/15622/15666/15702/15703/,/15564/15565/15566/15567/15568/15622/15666/15702/15703/,15702,15702,Allen,,,
THyB-Vm,"[151,92,52]","151,92,52",151,92,52,975C34,17,143,15705,15705,mantle zone of THyB-V,/15564/15565/15566/15567/15568/15622/15666/15702/15705/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/,15702,15702,Allen,,,
T-HVO,"[151,92,52]","151,92,52",151,92,52,975C34,17,142,15704,15704,"hypothalamic ventricular organ, terminal part",/15564/15565/15566/15567/15568/15622/15666/15702/15703/15704/,/15564/15565/15566/15567/15568/15622/15666/15702/15703/15704/,15703,15703,Allen,,,
THyB-Vp,"[151,92,52]","151,92,52",151,92,52,975C34,17,144,15706,15706,periventricular stratum of THyB-V,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15706/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15706/,15705,15705,Allen,,,
THyB-Vi,"[151,92,52]","151,92,52",151,92,52,975C34,17,146,15708,15708,intermediate stratum of THyB-V,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15708/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15708/,15705,15705,Allen,,,
THyB-Vs,"[151,92,52]","151,92,52",151,92,52,975C34,17,148,15710,15710,superficial stratum of THyB-V,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15710/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15710/,15705,15705,Allen,,,
VTMp,"[151,92,52]","151,92,52",151,92,52,975C34,17,145,15707,15707,"ventral tuberomammillary nucleus, pervientricular part (histaminergic)",/15564/15565/15566/15567/15568/15622/15666/15702/15705/15706/15707/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15706/15707/,15706,15706,Allen,,,
VTMi,"[151,92,52]","151,92,52",151,92,52,975C34,17,147,15709,15709,"ventral tuberomammillary nucleus, intermediate part (histaminergic)",/15564/15565/15566/15567/15568/15622/15666/15702/15705/15708/15709/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15708/15709/,15708,15708,Allen,,,
VTMs,"[151,92,52]","151,92,52",151,92,52,975C34,17,149,15711,15711,"ventral tuberomammillary nucleus, superficial part (histaminergic)",/15564/15565/15566/15567/15568/15622/15666/15702/15705/15710/15711/,/15564/15565/15566/15567/15568/15622/15666/15702/15705/15710/15711/,15710,15710,Allen,,,
THyB-Pv,"[134,82,46]","134,82,46",134,82,46,86522E,17,151,15713,15713,ventricular zone of THyB-P,/15564/15565/15566/15567/15568/15622/15666/15712/15713/,/15564/15565/15566/15567/15568/15622/15666/15712/15713/,15712,15712,Allen,,,
THyB-Pm,"[151,92,52]","151,92,52",151,92,52,975C34,17,153,15715,15715,mantle zone of THyB-P,/15564/15565/15566/15567/15568/15622/15666/15712/15715/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/,15712,15712,Allen,,,
MRO,"[151,92,52]","151,92,52",151,92,52,975C34,17,152,15714,15714,mammillary recess organ,/15564/15565/15566/15567/15568/15622/15666/15712/15713/15714/,/15564/15565/15566/15567/15568/15622/15666/15712/15713/15714/,15713,15713,Allen,,,
THyB-Pp,"[151,92,52]","151,92,52",151,92,52,975C34,17,154,15716,15716,periventricular stratum of THyB-P,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15716/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15716/,15715,15715,Allen,,,
THyB-Pi,"[151,92,52]","151,92,52",151,92,52,975C34,17,156,15718,15718,intermediate stratum of THyB-P,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15718/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15718/,15715,15715,Allen,,,
THyB-Ps,"[151,92,52]","151,92,52",151,92,52,975C34,17,158,15720,15720,superficial stratum of THyB-P,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15720/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15720/,15715,15715,Allen,,,
PPeM,"[151,92,52]","151,92,52",151,92,52,975C34,17,155,15717,15717,periventricular perimammillary area,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15716/15717/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15716/15717/,15716,15716,Allen,,,
PMD,"[151,92,52]","151,92,52",151,92,52,975C34,17,157,15719,15719,dorsal premammillary nucleus,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15718/15719/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15718/15719/,15718,15718,Allen,,,
Te,"[151,92,52]","151,92,52",151,92,52,975C34,17,159,15721,15721,terete nucleus,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15720/15721/,/15564/15565/15566/15567/15568/15622/15666/15712/15715/15720/15721/,15720,15720,Allen,,,
Mam,"[134,82,46]","134,82,46",134,82,46,86522E,17,161,15723,15723,mammillary area,/15564/15565/15566/15567/15568/15622/15666/15722/15723/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/,15722,15722,Allen,,,
Mamv,"[134,82,46]","134,82,46",134,82,46,86522E,17,162,15724,15724,ventricular zone of Mam,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15724/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15724/,15723,15723,Allen,,,
Mamm,"[151,92,52]","151,92,52",151,92,52,975C34,17,163,15725,15725,mantle zone of Mam,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/,15723,15723,Allen,,,
Mamp,"[151,92,52]","151,92,52",151,92,52,975C34,17,164,15726,15726,periventricular stratum of Mam,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15726/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15726/,15725,15725,Allen,,,
Mami,"[151,92,52]","151,92,52",151,92,52,975C34,17,166,15728,15728,intermediate stratum of Mam,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/,15725,15725,Allen,,,
Mams,"[151,92,52]","151,92,52",151,92,52,975C34,17,171,15733,15733,superficial stratum of Mam,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15733/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15733/,15725,15725,Allen,,,
MnM,"[151,92,52]","151,92,52",151,92,52,975C34,17,165,15727,15727,median mammillary nucleus,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15726/15727/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15726/15727/,15726,15726,Allen,,,
MM,"[151,92,52]","151,92,52",151,92,52,975C34,17,167,15729,15729,medial mammillary nucleus,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/,15728,15728,Allen,,,
MMm,"[151,92,52]","151,92,52",151,92,52,975C34,17,168,15730,15730,medial part of MM,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15730/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15730/,15729,15729,Allen,,,
MMl,"[151,92,52]","151,92,52",151,92,52,975C34,17,169,15731,15731,lateral part of MM,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15731/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15731/,15729,15729,Allen,,,
MMp,"[151,92,52]","151,92,52",151,92,52,975C34,17,170,15732,15732,posterior part of MM,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15732/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15728/15729/15732/,15729,15729,Allen,,,
LM,"[151,92,52]","151,92,52",151,92,52,975C34,17,172,15734,15734,lateral mammillary nucleus,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15733/15734/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15733/15734/,15733,15733,Allen,,,
VTMm,"[151,92,52]","151,92,52",151,92,52,975C34,17,173,15735,15735,"ventral tuberomammillary nucleus, migrated part (histaminergic)",/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15733/15735/,/15564/15565/15566/15567/15568/15622/15666/15722/15723/15725/15733/15735/,15733,15733,Allen,,,
MamF,"[97,58,31]","97,58,31",97,58,31,613A1F,17,175,15737,15737,mammillary floor,/15564/15565/15566/15567/15568/15622/15736/15737/,/15564/15565/15566/15567/15568/15622/15736/15737/,15736,15736,Allen,,,
Tel,"[237,152,92]","237,152,92",237,152,92,ED985C,17,177,15739,15739,telencephalic vesicle,/15564/15565/15566/15567/15738/15739/,/15564/15565/15566/15567/15738/15739/,15738,15738,Allen,,,
PHy,"[223,114,87]","223,114,87",223,114,87,DF7257,17,676,16211,16211,peduncular (caudal) hypothalamus,/15564/15565/15566/15567/15738/16211/,/15564/15565/15566/15567/15738/16211/,15738,15738,Allen,,,
TelR,"[250,177,124]","250,177,124",250,177,124,FAB17C,17,178,15740,15740,roof plate of evaginated telencephalic vesicle,/15564/15565/15566/15567/15738/15739/15740/,/15564/15565/15566/15567/15738/15739/15740/,15739,15739,Allen,,,
TelA,"[237,152,92]","237,152,92",237,152,92,ED985C,17,188,15750,15750,alar plate of evaginated telencephalic vesicle,/15564/15565/15566/15567/15738/15739/15750/,/15564/15565/15566/15567/15738/15739/15750/,15739,15739,Allen,,,
